	Mmus_C57.6T_LVR_BSL_Rep1_B1	Mmus_C57.6T_LVR_BSL_Rep2_B2	Mmus_C57.6T_LVR_BSL_Rep3_B3	Mmus_C57.6T_LVR_FLT_Rep1_F1	Mmus_C57.6T_LVR_FLT_Rep2_F2	Mmus_C57.6T_LVR_FLT_Rep3_F4	Mmus_C57.6T_LVR_GC_Rep1_G2	Mmus_C57.6T_LVR_GC_Rep2_G3	Mmus_C57.6T_LVR_GC_Rep3_G5	Mmus_C57.6J_LVR_FLT_C_Rep1_M25	Mmus_C57.6J_LVR_FLT_C_Rep2_M26	Mmus_C57.6J_LVR_FLT_C_Rep3_M27	Mmus_C57.6J_LVR_FLT_C_Rep4_M28	Mmus_C57.6J_LVR_FLT_C_Rep5_M30	Mmus_C57.6J_LVR_FLT_I_Rep1_M21	Mmus_C57.6J_LVR_FLT_I_Rep2_M22	Mmus_C57.6J_LVR_GC_C_Rep1_M36	Mmus_C57.6J_LVR_GC_C_Rep2_M37	Mmus_C57.6J_LVR_GC_C_Rep3_M38	Mmus_C57.6J_LVR_GC_C_Rep4_M39	Mmus_C57.6J_LVR_GC_C_Rep5_M40	Mmus_C57.6J_LVR_GC_I_Rep1_M31	Mmus_C57.6J_LVR_GC_I_Rep2_M32	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep1_B2	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep2_B4	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep3_B6	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep4_B7	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep1_F1	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep2_F2	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep3_F3	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep4_F4	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep1_G1	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep2_G2	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep3_G3	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep4_G5	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep1_M4	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep2_M5	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep3_M7	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep4_M8	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep5_M10	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep1_M4	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep2_M5	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep3_M7	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep4_M8	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep5_M10	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep1_M25	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep2_M26	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep3_M28	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep4_M29	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep5_M30	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep1_M25	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep2_M26	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep3_M28	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep4_M29	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep5_M30	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep1_M36	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep2_M37	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep3_M38	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep4_M39	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep5_M40	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep1_M36	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep2_M37	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep3_M38	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep4_M39	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep5_M40	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep1_M16	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep2_M17	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep3_M18	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep4_M19	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep5_M20	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep1_M16	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep2_M17	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep3_M18	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep4_M19	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep5_M20	Mmus_BAL.TAL_LVR_BSL_Rep1_B1	Mmus_BAL.TAL_LVR_BSL_Rep2_B2	Mmus_BAL.TAL_LVR_BSL_Rep3_B3	Mmus_BAL.TAL_LVR_BSL_Rep4_B4	Mmus_BAL.TAL_LVR_BSL_Rep5_B6	Mmus_BAL.TAL_LVR_BSL_Rep6_B7	Mmus_BAL.TAL_LVR_FLT_Rep1_F1	Mmus_BAL.TAL_LVR_FLT_Rep2_F2	Mmus_BAL.TAL_LVR_FLT_Rep3_F3	Mmus_BAL.TAL_LVR_FLT_Rep4_F4	Mmus_BAL.TAL_LVR_FLT_Rep5_F5	Mmus_BAL.TAL_LVR_FLT_Rep6_F6	Mmus_BAL.TAL_LVR_GC_Rep1_G1	Mmus_BAL.TAL_LVR_GC_Rep2_G2	Mmus_BAL.TAL_LVR_GC_Rep3_G3	Mmus_BAL.TAL_LVR_GC_Rep4_G5	Mmus_BAL.TAL_LVR_GC_Rep5_G6	Mmus_BAL.TAL_LVR_GC_Rep6_G7
Ppm1f	674.6417334	850.4104575	927.7684313	903.0227775	1022.198826	925.1683652	862.0339469	789.0583629	1097.624822	407.3516481	431.4373125	559.7956482	540.9388082	505.1244108	1272.195929	1032.236597	542.4914452	481.3219626	544.7301276	593.5393161	476.8851889	1255.945173	1012.077532	1178.48719	1244.761007	1082.879535	1056.825911	1448.583613	1209.094612	1510.306882	1574.520222	1279.868461	1337.972437	1675.240995	1455.106776	1185.160787	1286.749282	1305.000159	1251.485722	1320.823369	1184.278083	1310.977188	1322.641382	1319.174364	1410.052182	1260.281824	1320.485083	1267.669264	1308.225781	1231.49944	1194.859233	1305.206983	1312.925801	1266.01522	1190.774055	1249.485407	1312.930924	1359.99049	1320.725224	1323.31473	1300.975996	1361.14859	1317.183265	1370.25338	1343.532739	1221.927458	1374.713687	1278.634506	1174.532678	1270.511785	1257.362487	1333.144628	1220.389676	1120.321565	1341.800638	1327.388288	1313.904288	1408.597238	1427.532051	1230.208585	1062.907127	1600.588467	1250.959623	1648.607602	1671.933786	1625.655911	1562.198895	1534.545188	1467.290865	1749.465647	1503.771346	1833.190698	1575.567125
Igfbp5	625.7546513	864.3724202	1091.816638	643.8087509	1198.856526	1245.318435	2185.629377	710.2816687	434.2252043	235.5768567	145.2799113	127.1249082	80.1390827	100.0487963	3245.610416	417.123541	149.7276389	161.860483	65.23714104	85.53948968	212.5873734	1086.87563	5696.511763	552.3473749	669.0953108	522.5083069	777.3525736	539.5707022	1185.58246	488.769865	170.5012125	283.6502452	339.9610136	515.5953734	195.4621042	449.511183	514.177705	367.3208968	755.4327633	444.4214685	391.6035812	583.8735162	347.9380933	673.7148859	472.4142192	216.8321959	196.5427886	85.46084925	123.7220105	148.9520142	200.0052973	237.6496985	103.7886009	132.7510177	135.6578037	167.1552384	189.6037782	103.4690171	120.2846288	186.0678754	182.7089808	204.8251175	93.48732927	118.5588923	257.1427327	153.78472	163.4975016	186.5440348	135.9702719	132.7850797	127.5691386	184.4399121	174.6572181	120.4541542	141.4548865	387.2949372	498.6003622	959.9258003	641.0870836	497.7345687	730.4610664	544.1134824	1138.394495	448.7261556	161.4351811	2166.798906	248.232615	214.224257	290.2913581	474.6346565	172.6100609	503.2873851	650.7554119
Xrcc5	822.6997536	826.2943401	850.569275	825.5403239	924.0556599	1024.480224	897.329825	844.5894752	1040.934309	630.6588769	449.0469987	637.8548023	637.1057075	539.2874144	880.4304338	636.2575672	637.9699396	470.6732466	551.2538418	471.3400452	641.5925233	849.8763608	875.8625212	1272.736941	1100.844583	1065.462591	1158.844456	1406.585366	1163.495287	1504.707228	1464.956266	1381.073767	1193.429572	1209.962047	1331.538779	1194.604299	994.4249016	991.5979256	1158.039126	1340.867261	1148.13006	989.1306031	1004.889699	1210.567639	1337.428383	954.0616619	875.615777	1114.342446	917.6945651	1063.826681	932.783326	926.9582481	1183.19005	848.2399588	979.7508044	1150.236984	1213.61466	1117.778927	988.7396486	1301.730856	1178.803123	1199.573398	1077.764495	1000.205928	1211.918264	1084.147483	1237.909655	998.8184539	1039.456947	1087.17784	1189.912137	1202.095217	994.1459377	1093.880409	1100.114861	1350.071505	1215.107549	1043.690639	993.1388373	987.8618405	1119.273414	1382.654419	1091.669348	1371.995588	1302.792194	1202.539989	1117.485341	1254.742077	1156.767079	1197.724278	1260.803923	1155.171491	1167.048744
Tmem169	6.983868876	2.538538679	6.892781807	21.13157826	3.019789738	10.45387983	16.2904053	2.582842432	15.6803546	7.361776773	17.60968622	2.230261547	10.01738534	14.64128727	14.5870131	28.83342449	17.35972625	6.389229592	1.630928526	0	13.40641093	9.057296918	9.535050775	9.49803687	16.8289367	18.17420198	19.39789232	13.52485929	20.66219432	24.79847106	10.46397333	7.573186159	7.132049237	7.695453335	17.22462988	12.27656592	4.350065187	11.7947077	8.733326743	6.220518221	16.35267702	5.897712284	9.532550502	10.59577802	6.47142766	14.16046994	20.00734974	2.51355439	17.21349712	14.65101779	12.06928518	28.61750296	11.86155439	6.832772971	12.69312783	9.402482158	9.781147288	10.97398666	2.405692576	8.186986519	14.30853464	6.528290599	3.800297938	2.874154965	9.890105104	6.958584615	9.342714378	11.75080534	6.261788837	9.807988842	9.531027595	12.13420474	10.31730402	6.855114469	8.083136374	15.96226422	11.08000805	2.888442729	3.36087593	13.0410804	12.65365627	24.53562122	18.05289778	8.605707094	15.42374341	3.340388859	13.15720574	6.557885418	10.55604939	10.28089509	14.07147236	20.90808128	10.26428095
Pecr	6588.581898	5402.010309	6655.670113	5549.15245	8780.038664	8377.477951	7397.201538	5860.469478	5883.751519	7405.947433	5293.911921	7852.750906	4509.826879	6120.058078	5736.863868	8507.782454	8182.94096	5969.670182	6039.328331	4634.843778	7745.075117	7179.417357	7889.573442	6670.544356	5473.466584	4037.701873	6025.560106	6932.558138	5736.965126	8674.665165	8557.068072	6328.429743	5744.627926	6689.71678	6791.746449	5989.075468	5229.648367	4853.522217	6876.621478	5236.985173	6127.950546	5192.514401	4977.580121	7267.820742	5428.089711	5571.25989	4587.567606	4087.877289	4522.846368	5309.366057	5640.666638	4603.685259	4221.230667	4657.998945	5016.165455	6140.865569	6362.260113	5686.876659	4603.693692	7210.502308	6590.731187	6480.144456	5706.527383	4800.557331	7675.482338	4949.641237	6455.148298	5197.528087	5565.835735	5165.792277	5221.53681	6347.806975	5513.1251	5657.428041	5486.024657	7682.889805	6859.448316	5065.365733	5776.505505	4332.898964	6171.533262	6867.087398	5828.962112	9065.49773	8672.256797	5723.199578	5570.760912	6856.269204	5775.918356	7187.202407	6806.840227	6765.257728	6190.387838
Atic	1088.086771	1134.72679	1298.600092	1059.396457	1061.456093	1157.767191	1288.299552	1132.576406	1008.367419	588.9421418	405.0227831	526.341725	464.8066797	505.1244108	984.6233845	834.247082	572.8709662	374.8348027	437.0888449	406.7490019	643.5077248	1165.372203	973.9373292	889.1623747	930.8142918	753.4721237	841.2937742	818.6099044	838.6000936	892.744958	978.6892702	860.5893363	925.739991	1019.943546	870.2182572	891.4675562	863.052933	1038.776756	1020.052564	1054.723423	902.8399048	919.200586	1067.645656	1019.843635	978.6236716	846.0880786	1063.920245	981.1240634	702.5258511	869.2937221	892.2650114	1117.326855	993.4051797	767.2227936	859.16609	1003.97615	888.5796113	895.9476252	892.5119456	984.6711967	996.0941423	917.2248292	928.0327564	897.4548879	1013.355384	910.1828677	1005.676469	915.8283912	1015.304333	977.7810415	1014.687861	1083.988957	883.6033946	1026.308566	1033.833142	974.5382367	940.8773502	873.2725185	925.0810997	784.6383375	819.0366603	808.2322285	872.9107044	918.3518856	952.1590934	816.1683445	773.6436978	833.9444289	898.1438686	1020.378837	802.0739243	866.9386559	783.1646361
Fn1	87370.99319	75345.09727	84901.15063	105555.0509	94552.63649	95541.928	105761.3838	87433.09058	113103.6039	40232.11006	31913.15386	40492.62864	39612.74858	38001.46111	76153.58577	83584.25315	34482.92622	42552.26908	38987.34641	33508.7858	38846.03328	99950.29059	77144.00937	132822.0088	114517.4324	94621.71083	112701.7544	102258.6138	119714.6164	106853.412	118838.7296	115769.2314	136295.3628	134039.4062	124367.8189	113418.4708	111335.5684	126563.9534	108997.1578	117092.2703	116031.7108	114642.259	125924.9921	110370.0388	116357.7074	124420.9691	105243.3673	119624.2427	119989.9092	126303.1686	125661.0868	104584.5309	119090.006	121097.2354	121453.4003	102928.9722	138447.6255	129682.7358	116628.778	129155.6665	103898.6727	139678.4896	124959.1166	118579.0114	130111.9404	126944.7633	115381.1879	131539.9838	145346.8534	122083.8094	133314.1487	120185.2533	134663.663	156157.549	122130.5324	147691.2698	140832.4423	108343.5611	126368.0947	99520.83158	117228.073	107073.451	127089.2146	112348.7355	127132.7757	96349.06278	79503.73143	125920.1439	144046.0906	143948.8093	132330.0022	98371.7757	90466.29297
Bard1	22.3483804	43.15515754	23.43545814	38.03684086	19.6286333	20.90775967	19.00547284	19.37131824	32.56689032	29.44710709	28.61574011	2.230261547	18.03129361	9.760858179	15.62894261	11.5333698	13.01979469	10.64871599	19.57114231	13.96563097	9.57600781	27.17189076	19.07010155	35.80029282	29.0154081	99.20085247	28.01917779	34.16806557	45.59932539	24.79847106	22.77453019	28.22733023	29.47913685	20.71852821	24.71359939	17.94267327	36.54054757	40.43899781	26.19998023	65.66102567	17.21334423	48.0242286	44.48523568	20.30857454	46.01904114	47.79158603	50.60682582	40.21687023	19.36518426	23.60441755	62.93270129	58.47924518	29.65388596	44.90107952	34.90610153	32.38632743	29.34344186	29.78653522	33.67969606	32.74794607	25.31509975	19.5848718	22.80178763	25.86739469	33.47420189	58.45211077	50.71759234	48.47207203	47.41068691	105.6244952	69.64981704	46.91892501	33.16276293	39.17208268	94.57269558	20.16286007	27.70002012	22.14472759	29.40766439	136.9313442	41.41196597	33.19525224	46.72514719	14.75264073	26.73448858	17.81540725	42.98020543	26.23154167	31.66814816	22.27527269	18.76196314	37.33585943	37.9778395
Zfand2b	752.8610648	774.2542971	805.0769151	780.4596236	863.6598651	943.4626549	749.3586436	723.1958809	613.9461917	947.2152781	1032.367855	1110.67025	1139.978451	1100.53676	656.4155897	1170.637034	1091.492788	1152.19107	1102.507684	1199.298559	1202.746581	771.3797875	779.1498634	716.0058563	556.5155273	569.4583287	755.0809194	755.9684508	718.9018644	719.1556606	734.3247166	760.0725018	609.0770049	666.5446504	662.7738017	623.2718084	607.2691	575.4132397	560.6795769	548.7879408	667.0170889	588.0861678	548.1216539	576.5869207	519.8713553	574.3840617	596.6897835	501.8730265	560.5144999	534.7621493	649.1551243	532.534403	496.7025899	562.2396045	514.0716771	627.8768641	680.1659345	609.8401159	631.0933523	666.122994	619.6696156	727.9044018	645.2905898	625.1287049	702.1974624	521.8938461	493.1618518	541.271471	556.4046653	516.8055659	568.1958758	544.4213195	545.3432127	545.4712513	540.7618234	755.2671334	762.6738874	615.2383013	646.9686165	614.0175356	799.4810097	705.7599281	732.7352628	780.6605721	726.9724396	555.6180135	603.4771701	843.7812571	611.3711936	665.6879568	741.0975441	574.9722352	754.4246495
Abcb6	2895.512036	3052.592762	2900.482584	2714.70342	3131.521958	2971.515342	3237.718052	3260.83857	2099.961335	1857.621672	1558.457231	1987.163038	2133.703077	2349.926607	2298.496493	3425.41083	2380.452462	2794.223075	2606.223784	3297.634612	2633.402148	3073.442754	2677.987118	3444.134293	3001.353814	2459.575334	3542.629889	2963.367854	3424.936831	2155.06713	2661.542393	2757.328233	3021.611527	3017.209665	2797.130112	3904.892315	3854.157755	3067.46648	2448.824819	2781.262814	3840.297098	3961.577594	3170.367421	2552.699522	2724.471045	2354.178127	1745.347039	2416.36362	2786.434846	2772.298144	2400.925659	1671.013325	2340.43295	2785.819151	2469.606684	2844.773213	3443.716241	3463.860504	3809.815142	3614.926684	2654.783504	3619.937137	3265.976048	3877.235048	3480.556219	2751.424357	2788.132905	2775.393336	2960.931579	2591.572436	2885.701893	2729.38712	2824.730452	2934.968295	2434.640676	3704.925538	3850.302797	3494.052888	3489.429434	2642.992295	3624.697355	3193.960574	3614.827296	2145.27984	2761.878321	2544.262847	2350.754093	3163.086733	3342.748972	3081.698302	2908.104287	2711.330112	2741.589441
Ankzf1	970.7577738	819.9479934	581.7507845	894.5701462	1126.381572	1155.153722	981.496919	863.9607934	968.5634419	1491.986759	1393.366422	1155.275481	1893.285829	1866.764127	482.4133619	832.3248537	1594.924849	2180.857034	1551.013028	1647.944454	2066.502485	626.4630369	544.8600443	436.1790778	456.7025235	513.4212059	548.8885085	467.6753975	563.5791623	473.5708021	793.4153895	559.7273043	459.3039709	560.5841775	654.5359353	700.7086088	715.1507167	772.5533541	712.6394622	577.8170259	791.8138346	757.4347634	791.2016917	758.4811101	583.1475369	1085.046009	675.5422795	1180.532712	1464.223099	1277.080384	1003.474853	721.6587704	1117.210154	1503.210054	1170.147722	967.410942	980.3719166	844.2131167	1040.862988	1009.976428	967.477073	985.7718805	877.8688236	987.9907693	957.8186404	848.9473231	728.0643847	857.0743645	913.326629	811.0452312	839.4635843	762.8370049	898.3424003	919.564641	870.5537875	514.9930509	471.8236761	486.2211928	511.6933603	533.5975398	591.2708475	551.3298416	540.5249982	533.5538398	763.9894238	626.8796425	693.8233162	539.932566	521.6447738	597.1486563	627.5876671	539.1298101	637.4118467
Glb1l	121.5193184	128.1962033	130.9628543	136.6508727	104.182746	103.2320633	107.2451682	114.9364882	127.8551991	137.4198331	114.4629605	129.3551697	176.3059819	175.6954472	117.7380343	140.3226659	158.407502	172.509199	143.5217103	193.7731297	143.6401171	96.61116713	84.45330687	102.2865509	116.6419406	130.2484475	158.0569004	106.0633702	131.81055	122.3924539	114.4881788	130.8095791	116.0146676	103.0006831	130.3080695	117.0995519	132.2419817	128.8993055	136.2398972	100.2194602	131.6820834	149.1278678	114.390606	169.5324484	97.07141489	185.8561679	117.6902926	156.6782236	167.8315969	188.0213949	168.9699925	149.3087111	158.6482899	191.3176432	162.6307003	137.9030716	128.6597066	117.5784285	155.5681199	121.3162548	162.8971636	126.4856304	126.1698915	130.7740509	115.638152	144.73856	120.1206134	154.9637454	114.5012816	143.3475292	144.4317259	111.6346836	148.1270078	163.5434452	122.0553592	119.2969221	121.8800885	117.4633377	143.677446	138.0181009	118.484236	95.25594121	138.0515712	98.35093822	140.8701899	102.4385917	127.1863222	111.4840521	147.7846914	100.2387271	122.8908586	102.3002548	106.7485218
Stk16	1846.534931	2308.800929	2313.217575	2215.998173	2062.516391	2088.162497	1885.614413	2336.180979	1782.7357	2311.597907	2425.734277	2859.195303	2718.718381	2401.171112	2047.391482	2685.352935	2549.709793	2966.732274	2814.982636	3398.885437	2552.963682	2613.030161	2552.669308	2798.998404	2322.973572	2664.035107	2765.995756	2863.710996	2703.897498	2234.262247	2684.316923	2385.55364	2332.180101	2276.670271	2431.6684	2317.437906	2343.815123	2178.651007	2102.98508	2188.240076	2517.451594	2338.021656	2229.028059	2211.868662	2180.871121	2015.211878	1840.676176	1853.327437	2098.970805	1911.143876	1900.912416	1896.220631	1859.29865	2128.896836	1646.933336	1831.39458	2060.060098	1980.020736	2278.190869	1987.20491	1965.772528	2004.185214	2055.961184	2381.237389	2059.424194	1725.728985	1713.720752	2105.597432	2061.023069	1782.790587	1904.006051	1797.480196	2197.585757	2140.754319	1921.361516	2648.895742	2993.448841	3132.034733	2641.648481	2744.060668	2954.053573	3004.891964	2708.996602	2472.296709	2801.980054	2655.609143	2485.834739	2698.569849	2434.049054	2418.580569	2625.736742	2500.009147	3150.107822
Tuba4a	3841.127882	5030.114393	6131.818696	3774.099877	3803.425175	3878.389418	3009.652378	3353.820898	5883.751519	4814.602009	9198.859841	10504.53188	9624.703832	4580.282701	8020.773348	7356.367703	4572.1179	5511.775394	6293.753181	5294.719841	5065.708131	9338.073123	8917.996775	1647.544088	1741.504794	2311.909943	2283.92221	2281.430212	2175.942809	4875.69939	6076.490865	2459.908559	2124.399733	5312.822591	3182.812042	4198.585545	2584.808734	2844.209513	4434.78332	2850.379683	4314.524731	2639.647512	2800.981089	4529.695105	2746.761518	2787.842518	6030.450593	5773.634433	5380.293693	2830.902215	2812.143447	6084.329978	5585.309421	5455.481162	2591.778039	2701.64654	3812.390254	4135.625259	3225.231846	3313.496726	2739.534056	4058.148644	4010.834444	3339.76807	3437.191912	2952.527452	3059.738959	2920.075127	3133.578042	2977.101844	2940.688591	3206.66584	2940.431647	3326.689122	2985.910577	2455.668333	1683.237889	1754.247551	1970.313514	2256.10691	2564.090893	2442.015947	2374.487025	5373.649387	6631.181419	3825.858706	3384.033317	2776.171493	2228.206091	5570.531654	3576.030175	4342.160452	3974.329582
Dnajb2	1896.818787	2028.292405	2285.646447	1908.885902	2139.521029	2029.359423	2017.295189	1743.418641	1852.694205	1396.283661	1840.21221	1802.05133	2604.520188	1739.87297	1602.487582	2041.406454	1607.944644	2163.819088	2048.446229	2290.363479	1938.183981	2090.726039	2382.400544	1039.669728	1281.320422	877.6625039	1061.136554	983.7555547	1063.746763	1127.930458	1297.532693	757.3186159	1125.91284	1131.23164	835.0201005	1369.309276	1274.5691	1417.892361	1551.912162	1364.366996	1358.13286	1270.535732	1330.585174	1486.940849	1321.609338	1034.599335	1308.716054	1609.512661	1578.262517	1279.52222	1031.923883	1321.382093	1684.340723	1561.776679	1170.941042	963.232061	1394.189686	1362.342058	1412.943439	1549.573267	1077.542724	1361.964626	1405.350177	1470.130265	1552.746501	1281.075428	1533.539831	1305.808243	1177.216301	1348.975696	1366.602726	1641.353428	1454.002917	1196.707126	1345.842206	1234.975179	1202.180873	1393.19221	1501.471322	1047.633459	1171.038371	1164.720372	1089.545478	1145.78843	1512.555104	1212.561156	1107.836724	871.1057796	1196.352264	1255.125942	906.2028197	1234.323513	1191.683018
Ptprn	4.190321326	1.26926934	1.378556361	0	0	1.306734979	1.357533775	1.291421216	3.618543369	2.453925591	0	0	0	0	566.809652	1.9222283	2.169965781	0	3.261857052	12.2199271	0	0	12.259351	3.653091104	1.740924486	0.7572584158	0	7.118346995	2.137468378	2.399852038	1.846583529	6.196243221	1.901879797	0.5919579488	1.497793902	0	0.8700130373	0	0	2.764674765	0	0	0.7943792085	2.648944506	2.876190071	3.540117484	2.353805852	0	2.15168714	0	0.8620917985	0	2.224041447	0	1.586640979	1.04472024	0	0.78385619	2.405692576	1.488543003	4.402626043	0.8160363249	0	0	0	0	1.334673483	1.468850668	0.8945412625	0	0	0	0	0.979302067	0.8083136374	0	0.9233340041	2.888442729	0.8402189825	0	1.150332388	0	1.061935163	1.229386728	0	3.340388859	0.8771470496	2.185961806	0.8796707821	0.8567412572	0.938098157	0.7467171886	0
Slc23a3	11.1741902	1.26926934	6.892781807	5.635087535	12.07915895	7.840409875	10.8602702	5.165684863	1.206181123	2.453925591	0	4.460523093	4.006954135	12.20107272	5.209647537	1.9222283	4.339931562	42.59486394	35.88042757	6.982815484	15.3216125	6.038197946	2.724300222	6.575563987	6.963697944	11.35887624	7.902845018	9.253851093	4.987426215	0.7999506792	1.231055686	2.753885876	5.230169441	1.183915898	0	1.88870245	8.700130373	2.527437363	0.8733326743	2.073506074	2.582001634	11.79542457	1.588758417	2.648944506	7.909522695	3.540117484	0	10.89206902	1.07584357	0.8139454327	1.724183597	1.244239259	3.706735745	7.808883395	10.31316636	6.268321438	6.771563507	7.8385619	0	1.488543003	2.201313022	5.712254274	6.080476701	5.74830993	5.32544121	1.391716923	1.334673483	5.87540267	8.050871362	3.017842721	0.7331559688	0.8089469829	2.210850862	11.7516248	3.23325455	2.520357509	3.693336016	1.925628486	5.881532877	16.3013505	10.35299149	12.98944653	10.61935163	6.146933639	8.225996488	15.58848134	0.8771470496	4.371923612	6.157695475	1.713482514	3.752392628	2.986868754	8.211424756
Speg	54.47417723	48.2322349	20.67834542	49.30701593	43.7869512	28.74816954	40.72601324	32.2855304	68.75232402	66.25599096	52.82905867	62.4473233	74.1286515	56.12493453	349.046385	34.60010939	36.88941828	106.4871599	57.08249841	96.0137129	82.35366716	48.30558356	1585.542729	34.33905638	37.72003053	64.36696534	37.35890372	30.60889208	72.67392485	25.59842173	22.15900234	35.11204492	38.03759593	32.55768718	30.70477499	31.16359042	35.67053453	39.59651869	41.91996837	40.77895278	49.05803105	33.70121305	39.71896043	36.20224158	51.05237376	37.17123358	47.07611704	39.37901877	53.7921785	36.62754447	28.44902935	43.54837407	54.85968903	62.47106716	30.93949909	55.37017271	33.10542159	32.13810379	39.29297874	31.25940307	51.73085601	43.24992522	35.72280062	58.92017679	31.19186994	36.18464	27.36080639	36.72126669	35.7816505	41.49533741	42.52304619	38.0205082	28.00411092	50.92370749	27.48266367	39.48560097	39.70336218	42.3638267	46.21204404	57.59810511	46.01329552	33.19525224	86.01674824	45.48730893	37.01698419	51.21929583	60.52314642	37.1613507	54.53958849	35.9831328	36.58582812	52.2702032	36.9514114
Des	192.754781	242.4304439	277.0898287	188.7754324	154.0092766	160.7284024	152.0437828	228.5815552	260.5351226	282.201443	349.9925137	417.0589092	278.4833124	126.8911563	2865.306145	190.3006017	358.0443538	221.4932925	304.9836343	162.35046	176.1985437	270.2093581	16304.93683	252.0632862	264.0402137	298.3598158	261.512326	224.2279303	401.844055	266.3835762	162.4993505	269.8808159	239.6368544	227.3118523	241.1448183	137.8752788	155.7323337	181.133011	182.5265289	373.2310933	148.0347604	160.9232923	192.2397685	181.8941894	337.9523333	176.1208448	189.4813711	157.5160751	132.3287591	131.8591601	185.3497367	214.0091526	177.9233158	147.3926741	117.4114324	197.4521253	196.3753417	204.5864656	150.7567347	183.8350609	214.6280196	217.0656624	190.0148969	199.0352313	190.9551062	245.6380369	231.5658492	187.2784601	207.5335729	211.2489904	213.3483869	203.0456927	200.4504782	167.4606535	212.5864866	299.0824244	307.4702234	374.5347406	310.8810235	315.1594431	226.6154804	232.3667657	458.7559906	264.3181465	201.5369139	298.4080714	301.7385851	296.1978247	251.5858437	246.7414821	279.5532508	303.9138957	350.0119802
